scorer,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas
labeled-data\lion11_Trim3\img672.png,239.6885310290652,195.32780832678702,257.28476040848386,197.08743126472893,259.0443833464257,275.3906520031421,295.1166535742341,280.66952081696775,,,329.4293008641005,269.23197172034554,,,,,,
labeled-data\lion11_Trim3\img689.png,,,257.28476040848386,150.45742340926927,270.48193244304787,279.7897093479968,333.8283582089552,280.66952081696775,,,,,,,,,,
labeled-data\lion11_Trim3\img703.png,,,252.8857030636292,151.33723487824022,303.03495679497246,277.1502749410839,358.46307934014135,241.07800471327562,,,,,,,,,,
labeled-data\lion11_Trim3\img705.png,,,253.76551453260015,148.69780047132747,309.19363707776904,265.71272584446183,363.741948153967,244.59725058915933,,,,,,,,,,
labeled-data\lion11_Trim3\img732.png,,,251.12608012568734,155.7362922230949,283.67910447761193,279.7897093479968,341.74666142969363,293.86669285153175,389.2564807541241,269.23197172034554,,,,,,,,
labeled-data\lion11_Trim3\img742.png,,,231.77022780832675,127.58232521602497,249.36645718774543,285.9483896307934,357.58326787117045,279.7897093479968,,,,,,,,,,
labeled-data\lion11_Trim3\img755.png,,,183.38059701492534,146.93817753338556,272.2415553809898,307.9436763550667,340.8668499607227,274.51084053417117,,,,,,,,,,
labeled-data\lion11_Trim3\img772.png,,,148.18813825608794,146.93817753338556,310.07344854673994,320.26103692065976,259.0443833464257,310.58311076197947,,,,,,,,,,
labeled-data\lion11_Trim3\img777.png,425.32875098193244,119.66402199528659,445.5644147682639,195.32780832678702,103.31775333857027,153.09685781618214,144.6688923802042,281.5493322859387,31.173212882953607,104.70722702278067,,,,,,,220.3326787117046,35.20212097407682
labeled-data\lion11_Trim3\img787.png,519.4685781618225,165.41421838177519,542.3436763550668,241.95781618224657,163.14493322859386,212.04422623723485,226.49135899450113,320.26103692065976,81.3224666142969,135.50062843676346,39.97132757266294,129.34194815396688,,,,,316.2321288295365,65.11571091908866
labeled-data\lion11_Trim3\img793.png,596.0121759622938,190.0489395129614,621.526708562451,271.8714061272584,212.41437549096617,226.1212097407697,288.9579732914375,312.3427336999214,133.23134328358205,143.41893165750184,64.60604870384913,141.65930871955993,,,,,,
labeled-data\lion11_Trim3\img794.png,606.569913589945,191.8085624509033,631.2046347211311,277.1502749410839,228.25098193244298,226.1212097407697,340.8668499607227,311.4629222309504,133.23134328358205,136.3804399057343,74.28397486252942,139.01987431264718,,,,,342.62647289866453,61.59646504320483
labeled-data\lion11_Trim3\img802.png,,,,,308.3138256087981,245.4770620581303,405.97289866457186,349.29481539670064,200.09701492537312,149.57761194029842,138.51021209740765,139.89968578161813,,,,,439.4057344854674,73.03401413982704
labeled-data\lion11_Trim3\img808.png,,,,,387.4968578161822,256.9146111547525,,,273.1213668499607,134.6208169677925,198.33739198743126,134.6208169677925,,,268.722309505106,68.63495679497237,467.55970149253733,76.55326001571075
labeled-data\lion11_Trim3\img815.png,,,,,486.9155538098979,290.34744697564804,,,339.9870384917517,153.9766692851531,257.28476040848386,146.93817753338556,290.7175962293794,57.19740769835016,327.66967792615867,73.91382560879799,526.5070699135899,87.110997643362
labeled-data\lion11_Trim3\img819.png,,,,,533.5455616653575,307.9436763550667,,,344.3860958366064,180.3710133542811,296.87627651217593,159.25553809897872,317.1119402985074,63.35608798114674,357.58326787117045,84.47156323644924,569.6178318931658,95.90911233307133
labeled-data\lion11_Trim3\img827.png,,,,,,,,,408.6123330714846,212.04422623723474,357.58326787117045,184.77007069913577,359.3428908091123,75.67344854673979,407.73252160251377,105.58703849175163,625.0459544383347,117.90439905734468
labeled-data\lion11_Trim3\img829.png,,,,,,,,,433.2470542026708,226.1212097407697,361.10251374705416,185.64988216810673,368.14100549882164,80.95231736056542,412.13157894736844,105.58703849175163,619.767085624509,116.14477611940288
labeled-data\lion11_Trim3\img833.png,,,,,,,,,460.5212097407698,239.3183817753337,402.45365278868815,197.96724273369978,393.65553809897875,91.51005498821667,450.8432835820895,121.4236449332285,620.64689709348,125.82270227808317
labeled-data\lion11_Trim3\img837.png,,,,,,,,,475.4780047132757,255.15498821681058,412.13157894736844,209.40479183032198,404.21327572662994,93.26967792615858,457.0019638648861,125.82270227808317,635.6036920659859,141.65930871955993
labeled-data\lion11_Trim3\img850.png,,,,,,,,,522.1080125687353,289.4676355066771,453.48271798900237,243.7174391201885,423.56912804399053,108.22647289866438,486.03574234092696,147.8179890023565,,
labeled-data\lion11_Trim3\img854.png,,,,,,,,,549.3821681068342,302.6648075412411,461.40102120974075,254.27517674783962,420.9296936370778,108.22647289866438,478.11743912018846,146.0583660644146,,
labeled-data\lion11_Trim3\img858.png,,,,,,,,,569.6178318931658,318.50141398271796,475.4780047132757,256.03479968578154,428.84799685781616,114.38515318146096,493.95404556166534,156.61610369206585,,
labeled-data\lion11_Trim3\img867.png,,,,,,,,,624.1661429693637,335.2178318931657,517.7089552238806,269.23197172034554,460.5212097407698,115.26496465043192,524.747446975648,158.37572663000776,,
labeled-data\lion11_Trim3\img875.png,412.13157894736844,182.13063629222302,437.6461115475255,250.7559308719559,,,181.6209740769835,246.35687352710124,,,,,,,,,,
