scorer,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas
labeled-data\Lion8_Trim\img0360.png,,,289.1550589525638,69.67713188922403,,,396.20194680559376,233.318480943241,,,592.7470523718127,238.5830819851933,,,636.6187277214151,234.19591445023306,462.88689333698943,127.58774335069921
labeled-data\Lion8_Trim\img0364.png,,,281.25815738963536,63.09638058678365,,,393.5696462846176,229.80874691527282,,,580.90170002742,234.6346312037291,,,635.7412942144231,229.80874691527282,457.6222922950372,123.63929256923495
labeled-data\Lion8_Trim\img0370.png,,,265.90307101727456,56.07691253084727,,,371.6338086098164,218.84082807787223,,,556.7722785851386,224.98286262681654,,,611.1731560186456,221.47312859884835,432.6154373457637,117.49725802029064
labeled-data\Lion8_Trim\img0382.png,,,225.97984644913635,72.74814916369616,,,333.9041678091583,226.73772964080064,,,518.1652042774886,229.3700301617768,,,564.669180148067,221.9118453523444,400.589114340554,125.83287633671512
labeled-data\Lion8_Trim\img0388.png,,,211.94091033726352,92.49040307101728,,,319.86523169728554,222.3505621058404,,,498.42295037016737,225.86029613380862,,,545.8043597477381,219.27954483136824,385.2340279681932,125.39415958321905
labeled-data\Lion8_Trim\img0398.png,,,197.46325747189474,96.8775706059775,,,306.7037290924048,220.1569783383603,,,488.3324650397588,224.98286262681654,,,551.5076775431864,219.27954483136824,373.38867562380045,120.12955854126682
labeled-data\Lion8_Trim\img0405.png,,,196.14710721140665,99.94858788044968,,,310.213463120373,216.6472443103921,,,488.3324650397588,222.3505621058404,,,547.1205100082261,215.76981080340005,383.91787770770503,118.37469152728266
labeled-data\Lion8_Trim\img0413.png,,,204.92144228132713,112.67137373183436,,,327.32341650671793,217.08596106388813,,,504.56498491911174,220.1569783383603,,,566.862763915547,214.892377296408,397.0793803125858,120.56827529476283
labeled-data\Lion8_Trim\img0428.png,,,211.94091033726352,102.14217164792979,,,343.11721963257486,216.6472443103921,,,515.5329037565123,219.27954483136824,,,576.5145324924597,215.33109404990404,405.8537153825063,116.61982451329862
labeled-data\Lion8_Trim\img0450.png,,,225.10241294214427,84.15478475459281,,,343.9946531395669,214.453660542912,,,516.8490540170005,216.6472443103921,,,573.4435152179876,213.1375102824239,400.15039758705797,110.03907321085825
labeled-data\Lion8_Trim\img0455.png,,,230.36701398409656,78.89018371264052,,,345.7495201535509,212.69879352892787,,,518.1652042774886,217.52467781738414,,,569.0563476830273,213.57622703591994,404.9762818755143,110.47778996435426
labeled-data\Lion8_Trim\img0473.png,,,238.26391554702502,57.83177954483136,,,341.3623526185907,208.75034274746366,,,517.2877707704965,214.01494378941595,,,564.230463394571,209.6277762544557,405.4149986290103,108.72292295037016
labeled-data\Lion8_Trim\img0493.png,,,227.73471346312044,66.16739786125584,,,339.60748560460667,204.36317521250342,,,518.6039210309846,211.3826432684398,,,557.6497120921306,204.36317521250342,399.27296408006595,110.03907321085819
labeled-data\Lion8_Trim\img0519.png,,,219.39909514669597,99.07115437345766,,,340.0462023581027,199.53729092404717,,,516.8490540170005,205.67932547299148,,,567.3014806690433,200.4147244310392,405.8537153825063,99.07115437345766
labeled-data\Lion8_Trim\img0533.png,,,226.41856320263236,76.25788319166435,,,347.9431039210311,202.60830819851932,,,520.7975047984646,208.75034274746366,,,579.585549766932,203.48574170551137,402.343981354538,100.8260213874417
labeled-data\Lion8_Trim\img0541.png,,,228.17343021661645,82.39991774060871,,,346.62695366054305,209.18905950095967,,,521.2362215519606,216.20852755689606,,,583.9727173018921,213.57622703591994,408.4860159034824,106.52933918289006
labeled-data\Lion8_Trim\img0553.png,,,232.12188099808066,85.90965176857691,,,342.67850287907874,219.27954483136824,,,519.4813545379766,224.98286262681654,,,572.1273649574996,224.10542911982452,401.905264601042,117.49725802029064
labeled-data\Lion8_Trim\img0573.png,,,226.85727995612837,88.10323553605701,,,337.8526185906225,235.95078146421716,,,518.1652042774886,246.47998354812174,,,573.0047984644916,241.6540992596655,404.09884836852217,136.3620784206197
labeled-data\Lion8_Trim\img0586.png,,,212.8183438442556,136.8007951741157,,,335.65903482314235,255.69303537153826,,,510.2683027145601,260.5189196599945,,,565.546613655059,257.44790238552235,403.66013161502605,160.05278310940497
labeled-data\Lion8_Trim\img0593.png,,,210.6247600767755,151.2784480394845,,,336.0977515766385,260.08020290649847,,,506.3198519330958,266.66095420893885,,,561.1594461200989,261.83506992048257,403.66013161502616,164.87866739786125
labeled-data\Lion8_Trim\img0608.png,,,214.5732108582397,148.64614751850837,,,342.67850287907874,275.43528927885933,,,515.0941870030163,282.8934740882917,,,571.6886482040034,279.38374006032353,397.0793803125858,173.65300246778173
labeled-data\Lion8_Trim\img0610.png,,,217.20551137921586,150.40101453249247,,,341.8010693720866,278.06758979983545,,,512.0231697285442,283.7709075952838,,,573.8822319714836,280.2611735673156,397.9568138195778,177.60145324924594
labeled-data\Lion8_Trim\img0621.png,,,219.39909514669597,153.47203180696462,,,341.3623526185907,283.7709075952838,,,516.4103372635045,289.0355086372361,,,570.8112146970113,283.3321908417878,403.66013161502616,180.67247052371812
labeled-data\Lion8_Trim\img0633.png,,,219.83781190019198,142.065396216068,,,344.8720866465589,279.38374006032353,,,515.0941870030163,284.2096243487798,,,567.3014806690433,278.9450233068275,402.78269810803414,174.09171922127774
labeled-data\Lion8_Trim\img0647.png,,,214.5732108582397,133.2910611461475,,,342.2397861255827,268.85453797641895,,,515.5329037565123,275.87400603235534,,,575.6370989854677,269.73197148341103,413.3119001919386,171.89813545379764
labeled-data\Lion8_Trim\img0650.png,,,214.13449410474368,141.18796270907598,,,341.8010693720867,267.97710446942693,,,512.4618864820402,272.36427200438715,,,572.1273649574996,268.41582122292294,410.24088291746654,171.89813545379764
labeled-data\Lion8_Trim\img0698.png,,,211.5021935837675,115.74239100630655,,,336.0977515766385,251.74458459007403,,,508.07471894707993,256.13175212503427,,,566.4240471620512,255.69303537153826,397.9568138195779,148.64614751850834
labeled-data\Lion8_Trim\img0713.png,,,207.1150260488073,118.37469152728266,,,338.2913353441185,248.23485056210583,,,509.39086920756796,254.81560186454618,,,562.0368796270909,253.49945160405812,401.905264601042,152.59459829997257
labeled-data\Lion8_Trim\img0723.png,,,202.72785851384702,133.72977789964352,,,333.9041678091583,245.6025500411297,,,508.5134357005759,251.305867836578,,,564.669180148067,250.86715108308198,400.589114340554,148.64614751850837
labeled-data\Lion8_Trim\img0744.png,,,200.0955579928709,115.74239100630655,,,333.9041678091583,239.8992322456814,,,505.00370167260775,247.7961338086098,,,562.0368796270909,243.8476830271456,396.6406635590898,140.3105292020839
labeled-data\Lion8_Trim\img0755.png,,,197.02454071839873,112.23265697833835,,,329.9557170276941,239.8992322456814,,,502.8101179051277,247.35741705511379,,,557.6497120921306,242.5315327666575,390.0599122566494,139.43309569509182
labeled-data\Lion8_Trim\img0763.png,,,196.58582396490272,106.96805593638607,,,328.6395667672061,237.26693172470527,,,498.42295037016737,242.0928160131615,,,558.9658623526188,242.53153276665753,387.4276117356732,138.1169454346038
labeled-data\Lion8_Trim\img0777.png,,,190.88250616945436,120.12955854126682,,,325.12983273923777,237.26693172470522,,,499.7391006306555,246.47998354812174,,,557.2109953386346,242.97024952015354,383.479160954209,140.3105292020839
labeled-data\Lion8_Trim\img0789.png,,,188.25020564847824,133.72977789964352,,,322.9362489717577,237.26693172470522,,,495.7906498491913,245.16383328763368,,,552.8238278036745,243.8476830271456,390.4986290101454,140.7492459555799
labeled-data\Lion8_Trim\img0821.png,,,193.51480669043053,109.16163970386617,,,324.25239923224575,239.0217987386893,,,494.03578283520716,246.91870030161778,,,551.0689607896902,244.72511653413764,386.9888949821772,140.3105292020839
labeled-data\Lion8_Trim\img0855.png,,,190.88250616945436,113.98752399232245,,,324.69111598574176,236.8282149712092,,,496.2293666026873,244.72511653413764,,,550.6302440361942,240.3379489991774,384.35659446120104,133.2910611461475
labeled-data\Lion8_Trim\img0879.png,,,200.53427474636692,125.39415958321905,,,332.14930079517416,239.8992322456814,,,500.1778173841515,249.11228406909788,,,554.5786948176585,244.2863997806416,400.15039758705797,145.13641349054018
labeled-data\Lion8_Trim\img0893.png,,,198.77940773238282,147.32999725802028,,,329.0782835207021,248.23485056210583,,,501.05525089114354,256.13175212503427,,,564.230463394571,253.06073485056208,397.9568138195778,150.83973128598848
labeled-data\Lion8_Trim\img0902.png,,,199.65684123937484,150.83973128598848,,,325.5685494927338,265.7835207019468,,,499.3003838771595,276.7514395393474,,,559.4045791061149,271.92555525089114,396.6406635590898,166.63353441184535
labeled-data\Lion8_Trim\img0939.png,,,212.37962709075958,160.93021661639705,,,324.25239923224575,273.2417055113792,,,493.59706608171115,281.13860707430763,,,555.4561283246505,278.06758979983545,391.81477927063355,176.28530298875788
labeled-data\Lion8_Trim\img0954.png,,,212.8183438442556,174.96915272826982,,,322.4975322182617,270.60940499040305,,,493.59706608171115,279.38374006032353,,,549.3140937757062,277.1901562928434,390.0599122566494,178.478886756238
labeled-data\Lion8_Trim\img0970.png,,,208.8698930627914,156.98176583493282,,,318.9877981902935,270.17068823690704,,,492.2809158212231,276.7514395393474,,,551.5076775431862,274.55785577186725,383.479160954209,172.33685220729365
labeled-data\Lion8_Trim\img1022.png,187.81148889498223,160.05278310940497,223.34754592816017,169.70455168631753,,,318.5490814367974,263.15122018097065,487.4550315327668,268.41582122292294,,,,,542.7333424732658,268.85453797641895,382.601727447217,165.7561009048533
labeled-data\Lion8_Trim\img1046.png,177.72100356457366,153.03331505346858,208.8698930627914,160.05278310940497,,,311.09089662736505,256.13175212503427,,,486.57759802577476,262.71250342747464,,,545.8043597477381,263.15122018097065,378.6532766657528,160.93021661639705
labeled-data\Lion8_Trim\img1067.png,,,188.25020564847824,143.38154647655608,,,310.213463120373,258.76405264601044,,,478.24197970935035,267.97710446942693,,,545.3656429942421,266.22223745544284,371.1950918563204,160.05278310940497
labeled-data\Lion8_Trim\img1089.png,,,170.2628187551412,158.73663284891694,,,304.5101453249247,261.39635316698656,,,476.0483959418702,272.8029887578832,,,544.0494927337538,270.17068823690704,371.6338086098164,161.80765012338907
labeled-data\Lion8_Trim\img1107.png,,,163.24335069920483,154.78818206745268,,,308.0198793528929,267.09967096243486,,,473.416095420894,270.609404990403,,,546.2430765012341,274.55785577186725,376.0209761447766,171.89813545379764
labeled-data\Lion8_Trim\img1136.png,,,162.80463394570882,149.08486427200438,,,308.0198793528929,271.92555525089114,,,485.26144776528673,280.6998903208116,,,554.1399780641625,279.8224568138196,380.84686043323285,172.33685220729365
labeled-data\Lion8_Trim\img1199.png,,,171.1402522621333,159.17534960241295,,,315.47806416232527,271.04812174389906,,,485.26144776528673,279.8224568138196,,,550.6302440361942,280.2611735673156,386.5501782286812,178.04017000274197
labeled-data\Lion8_Trim\img1209.png,270.7289553057308,126.71030984370714,319.4265149437895,133.2910611461475,,,324.69111598574176,285.9644913627639,,,552.8238278036745,279.38374006032353,567.7401974225393,253.93816835755416,634.425143953935,293.4226761721963,405.8537153825063,164.87866739786125
labeled-data\Lion8_Trim\img1223.png,275.55483959418706,121.44570880175485,323.37496572525373,129.3426103646833,,,325.5685494927338,278.5063065533315,,,551.0689607896902,273.2417055113792,573.0047984644916,251.305867836578,636.1800109679191,287.719358376748,407.60858239649036,161.36893336989306
labeled-data\Lion8_Trim\img1236.png,280.38072388264334,116.18110775980256,329.0782835207021,121.00699204825884,,,331.71058404167815,276.3127227858514,,,562.4755963805869,270.60940499040305,577.8306827529477,245.6025500411297,635.3025774609271,282.8934740882917,419.8926514943791,152.59459829997257
