scorer,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas
labeled-data\lion11_Trim1\img238.png,,,,,,,,,261.90207606844535,237.2557051334037,,,,,,,240.10335739193897,178.39916470683647
labeled-data\lion11_Trim1\img240.png,,,,,,,,,257.54233233314403,240.52551293487966,,,,,,,233.56374178898704,178.39916470683647
labeled-data\lion11_Trim1\img241.png,,,,,,,,,248.8228448625415,241.61544886870502,,,,,,,233.56374178898704,183.84884437596315
labeled-data\lion11_Trim1\img251.png,,,,,,,,,253.18258859784277,268.86384721433797,,,,,,,244.46310112724024,223.0865379936747
labeled-data\lion11_Trim1\img254.png,,,,,,,,,255.36246046549343,275.4034628172899,,,,,,,253.18258859784277,231.80602546427713
labeled-data\lion11_Trim1\img257.png,,,,,,,,,261.90207606844535,289.572629957019,,,,,,,261.90207606844535,249.2450004054822
labeled-data\lion11_Trim1\img259.png,,,,,,,,,267.3517557375719,295.02230962614567,,,,,,,265.17188386992126,251.4248722731329
labeled-data\lion11_Trim1\img260.png,,,,,,,,,268.4416916713972,301.5619252290975,,,,,,,274.98130727434915,252.51480820695815
labeled-data\lion11_Trim1\img261.png,,,,,,,,,271.7114994728732,304.83173303057345,,,,,,,274.98130727434915,260.14435974373544
labeled-data\lion11_Trim1\img262.png,,,,,,,,,269.5316276052226,314.64115643500134,,,,,,,283.7007947449517,259.0544238099101
labeled-data\lion11_Trim1\img263.png,,,,,,,,,273.89137134052385,317.9109642364773,,,,,,,289.1504744140783,272.13365501581393
labeled-data\lion11_Trim1\img264.png,,,,,,,,,280.4309869434757,311.3713486335254,,,,,,,293.51021814937957,263.4141675452114
labeled-data\lion11_Trim1\img265.png,,,,,,,,,278.2511150758251,319.00090017030266,,,,,,,291.3303462817289,267.7739112805126
labeled-data\lion11_Trim1\img267.png,,,,,,,,,283.7007947449517,324.4505798394292,,,,,,,295.69009001703023,266.68397534668736
labeled-data\lion11_Trim1\img269.png,,,,,,,,,282.6108588111264,314.64115643500134,,,,,,,295.69009001703023,263.4141675452114
labeled-data\lion11_Trim1\img270.png,,,,,,,,,289.1504744140783,299.3820533614469,,,,,,,300.0498337523315,255.7846160084341
labeled-data\lion11_Trim1\img271.png,,,,,,,,,289.1504744140783,298.2921174276215,,,,,,,300.0498337523315,238.34564106722905
labeled-data\lion11_Trim1\img273.png,,,,,,,,,292.42028221555427,286.302822155543,,,,,,,300.0498337523315,238.34564106722905
labeled-data\lion11_Trim1\img275.png,,,,,,,,,293.51021814937957,267.7739112805126,,,,,,,298.95989781850614,218.72679425837327
labeled-data\lion11_Trim1\img279.png,,,,,,,,,,,,,,,,,324.0284242964885,141.34134295677575
labeled-data\lion11_Trim1\img281.png,,,,,,,,,,,,,,,,,327.29823209796444,153.33063822885424
labeled-data\lion11_Trim1\img282.png,,,,,,,,,,,,,,,,,328.38816803178975,171.85954910388466
labeled-data\lion11_Trim1\img284.png,,,352.3667585759468,115.18288054496816,,,,,,,,,,,,,570.3539453410104,340.7996188468089
labeled-data\lion11_Trim1\img290.png,,,352.3667585759468,109.73320087584148,,,,,,,,,,,,,558.364650068932,341.8895547806343
labeled-data\lion11_Trim1\img296.png,,,349.0969507744708,115.18288054496816,,,,,,,,,,,,,572.533817208661,333.17006731003175
labeled-data\lion11_Trim1\img308.png,,,352.3667585759468,119.54262428026937,,,,,,,,,,,,,581.2533046792637,328.81032357473043
labeled-data\lion11_Trim1\img316.png,,,362.1761819803746,117.36275241261865,,,,,,,,,,,,,584.5231124807397,329.9002595085558
