scorer,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas
labeled-data\lion10_Trim2\img170.png,,,,,160.50549882168104,247.2366849960722,,,,,,,,,,,44.37038491751761,51.038727415553694
labeled-data\lion10_Trim2\img178.png,,,,,176.34210526315786,246.35687352710124,,,,,,,,,,,42.610761979575756,49.27910447761178
labeled-data\lion10_Trim2\img197.png,,,,,192.17871170463468,237.5587588373919,,,,,,,,,,,64.60604870384913,31.682875098193108
labeled-data\lion10_Trim2\img201.png,,,,,186.02003142183815,241.95781618224657,,,,,,,,,,,63.7262372348782,24.64438334642557
labeled-data\lion10_Trim2\img221.png,,,,,175.4622937941869,244.59725058915933,,,,,,,,,,,48.76944226237231,23.764571877454614
labeled-data\lion10_Trim2\img239.png,88.36095836606435,81.83212882953637,117.3947368421052,81.83212882953637,36.4520816967792,243.7174391201885,75.16378633150035,243.7174391201885,,,,,,,,,15.336606441476775,94.14948939512942
labeled-data\lion10_Trim2\img246.png,79.56284367635502,79.19269442262362,105.07737627651213,78.31288295365266,32.93283582089546,240.19819324430466,68.12529457973287,238.43857030636286,,,,,,,,,10.057737627651164,99.42835820895505
labeled-data\lion10_Trim2\img254.png,69.0051060487038,70.39457973291417,91.88020424194809,72.15420267085608,24.134721131186126,251.63574234092687,62.84642576590724,244.59725058915933,,,,,,,,,,
labeled-data\lion10_Trim2\img261.png,54.92812254516883,74.79363707776895,88.36095836606435,73.91382560879799,17.976040848389573,256.9146111547525,61.086802827965386,248.996307934014,,,,,,,,,,
labeled-data\lion10_Trim2\img262.png,50.529065200314164,77.4330714846817,87.48114689709342,72.15420267085608,13.576983503534905,246.35687352710124,62.84642576590724,247.2366849960722,,,,,,,,,,
labeled-data\lion10_Trim2\img269.png,,,,,398.0545954438334,307.9436763550667,433.2470542026708,300.02537313432833,269.60212097407697,315.8619795758051,284.55891594658283,335.2178318931657,222.97211311861741,326.41971720345634,258.1645718774548,270.99159465828745,362.8621366849961,228.76064414768257
labeled-data\lion10_Trim2\img275.png,,,,,396.29497250589156,307.9436763550667,427.08837391987424,303.54461901021205,276.64061272584445,317.621602513747,,,230.0106048703849,329.0591516103691,255.525137470542,275.3906520031421,358.46307934014135,222.601963864886
labeled-data\lion10_Trim2\img281.png,,,,,389.2564807541241,309.7032992930086,423.56912804399064,302.6648075412412,281.91948153967,325.5399057344854,259.9241948153967,321.1408483896307,230.0106048703849,330.818774548311,251.12608012568734,274.51084053417117,348.7851531814611,220.84234092694408
labeled-data\lion10_Trim2\img284.png,,,,,382.2179890023566,313.22254516889234,413.89120188531024,302.6648075412411,281.0396700706991,321.1408483896307,252.8857030636292,322.90047132757263,227.37117046347208,326.41971720345634,242.32796543597794,272.75121759622925,345.26590730557734,219.96252945797323
labeled-data\lion10_Trim2\img286.png,,,,,374.2996857816182,306.1840534171248,407.73252160251377,296.5061272584445,269.60212097407697,317.621602513747,244.96739984289076,320.26103692065976,212.41437549096617,329.0591516103691,237.04909662215238,276.2704634721131,342.62647289866453,219.96252945797323
labeled-data\lion10_Trim2\img289.png,,,,,368.14100549882164,314.1023566378633,400.69402985074623,302.6648075412411,262.5636292223095,320.26103692065976,240.5683424980361,317.621602513747,206.25569520816964,324.66009426551443,223.85192458758831,273.6310290652002,331.1889238020424,218.20290652003132
labeled-data\lion10_Trim2\img295.png,,,,,361.9823252160251,310.58311076197947,396.29497250589156,308.82348782403767,250.24626865671638,324.66009426551443,231.77022780832675,322.0206598586017,193.93833464257654,330.818774548311,219.45286724273365,271.8714061272584,328.54948939512957,223.48177533385694
labeled-data\lion10_Trim2\img306.png,,,,,349.664964650432,317.621602513747,383.97761194029846,308.82348782403767,243.2077769049489,330.818774548311,221.21249018067556,330.818774548311,189.53927729772187,344.895758051846,205.37588373919868,286.8282010997642,313.5926944226237,227.00102120974066
labeled-data\lion10_Trim2\img317.png,,,,,347.90534171249016,315.8619795758051,377.81893165750193,306.1840534171248,234.40966221523956,328.17934014139826,215.93362136684993,334.3380204241947,179.86135113904157,341.37651217596226,200.97682639434402,288.5878240377061,303.9147682639434,233.15970149253724
labeled-data\lion10_Trim2\img321.png,,,,,339.9870384917517,325.5399057344854,379.5785545954438,311.4629222309504,232.6500392772977,332.5783974862529,213.29418695993712,336.09764336213664,179.86135113904163,341.37651217596226,198.3373919874312,296.5061272584445,306.5542026708562,229.64045561665353
labeled-data\lion10_Trim2\img342.png,,,,,361.10251374705416,324.66009426551443,400.6940298507463,318.50141398271785,251.12608012568734,329.93896307934006,230.0106048703849,332.5783974862529,194.8181461115475,336.9774548311076,215.93362136684993,294.7465043205027,326.7898664571877,236.67894736842084
labeled-data\lion10_Trim2\img352.png,,,,,373.41987431264727,324.66009426551443,410.3719560094265,321.1408483896307,258.1645718774548,331.69858601728197,234.40966221523956,329.93896307934006,166.66417910447763,196.20761979575786,194.8181461115475,242.83762765121753,344.3860958366064,238.43857030636286
labeled-data\lion10_Trim2\img362.png,,,,,378.6987431264729,336.9774548311076,418.2902592301649,329.93896307934006,262.5636292223095,336.9774548311076,251.12608012568734,326.41971720345634,220.3326787117046,180.3710133542811,217.6932443047918,234.0395129615082,353.1842105263157,242.83762765121753
labeled-data\lion10_Trim2\img371.png,,,,,378.6987431264729,336.9774548311076,420.9296936370778,329.0591516103691,265.2030636292223,336.09764336213664,244.96739984289076,336.9774548311076,211.53456402199527,216.4432835820894,222.97211311861741,253.39536527886878,344.3860958366064,243.7174391201885
labeled-data\lion10_Trim2\img376.png,,,,,383.09780047132756,336.9774548311076,420.9296936370778,327.2995286724273,268.722309505106,337.85726630007844,251.12608012568734,337.85726630007855,192.17871170463468,232.27989002356628,226.49135899450113,264.8329143754909,341.74666142969363,243.7174391201885
labeled-data\lion10_Trim2\img379.png,,,,,384.8574234092694,330.818774548311,425.32875098193244,326.41971720345634,266.96268656716416,335.2178318931657,249.36645718774543,338.7370777690494,176.34210526315786,234.0395129615082,204.49607227022778,268.3521602513746,347.90534171249016,243.7174391201885
labeled-data\lion10_Trim2\img382.png,,,,,388.3766692851532,330.818774548311,427.08837391987424,327.2995286724273,271.3617439120188,337.85726630007855,248.48664571877453,336.09764336213664,169.30361351139038,248.996307934014,220.3326787117046,271.8714061272584,357.58326787117045,244.59725058915933
labeled-data\lion10_Trim2\img388.png,,,,,396.29497250589156,331.69858601728197,434.1268656716418,332.5783974862529,275.7608012568735,340.4967007069913,257.28476040848386,340.4967007069913,173.70267085624505,247.2366849960722,213.29418695993712,271.8714061272584,354.94383346425764,246.35687352710124
labeled-data\lion10_Trim2\img401.png,,,,,449.0836606441477,322.0206598586017,,,353.1842105263158,333.45820895522377,288.9579732914375,338.7370777690494,208.89512961508245,292.10706991358984,245.8472113118617,302.6648075412411,392.77572663000785,241.95781618224657
labeled-data\lion10_Trim2\img405.png,,,,,488.6751767478397,311.4629222309504,450.8432835820895,333.45820895522377,369.0208169677926,336.09764336213664,294.2368421052631,338.7370777690494,230.8904163393558,302.6648075412411,274.00117831893164,312.3427336999214,399.81421838177533,240.19819324430466
labeled-data\lion10_Trim2\img410.png,,,,,511.550274941084,322.90047132757263,466.6798900235664,331.69858601728197,383.97761194029846,340.4967007069913,324.1504320502749,337.85726630007855,261.68381775333853,317.621602513747,306.5542026708562,315.8619795758051,427.9681853888452,238.43857030636286
labeled-data\lion10_Trim2\img413.png,,,,,517.7089552238806,330.818774548311,469.3193244304791,332.5783974862529,391.01610369206594,336.9774548311076,328.54948939512957,339.61688923802035,279.28004713275726,323.7802827965435,322.39080911233305,318.50141398271796,431.4874312647289,241.07800471327562
labeled-data\lion10_Trim2\img416.png,541.4638648860958,219.96252945797323,568.7380204241948,215.56347211311856,505.39159465828754,336.09764336213664,473.7183817753338,336.9774548311076,398.9344069128044,337.85726630007855,343.5062843676355,337.85726630007855,292.47721916732127,329.0591516103691,346.1457187745483,297.38593872741546,439.4057344854674,241.07800471327562
labeled-data\lion10_Trim2\img424.png,545.8629222309505,226.1212097407697,568.7380204241948,227.00102120974066,508.0310290652003,328.17934014139826,486.9155538098979,335.2178318931657,399.81421838177533,331.69858601728197,355.8236449332286,339.61688923802035,301.2753338570306,347.53519245875873,343.5062843676355,295.62631578947355,443.8047918303221,236.67894736842095
labeled-data\lion10_Trim2\img445.png,343.5062843676355,198.84705420267073,379.5785545954438,197.9672427336999,381.3381775333857,328.17934014139826,500.1127258444619,319.3812254516888,182.5007855459544,298.2657501963864,225.61154752553023,317.621602513747,,,,,,
labeled-data\lion10_Trim2\img455.png,344.3860958366064,195.32780832678702,383.97761194029846,197.08743126472893,391.01610369206594,328.17934014139826,500.9925373134329,322.90047132757263,196.57776904948935,290.34744697564804,220.3326787117046,320.26103692065976,,,,,,
labeled-data\lion10_Trim2\img509.png,346.1457187745483,201.4864886095836,381.3381775333857,199.7268656716417,398.0545954438334,330.818774548311,502.7521602513747,324.66009426551443,194.8181461115475,294.7465043205027,220.3326787117046,325.5399057344854,,,,,,
