scorer,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas
labeled-data\lion11_Trim2\img312.png,,,215.93362136684993,146.0583660644146,181.6209740769835,307.9436763550667,265.20306362922224,314.98216810683414,,,,,,,,,,
labeled-data\lion11_Trim2\img325.png,,,,,149.0679497250589,248.11649646504316,,,,,,,,,,,22.37509819324424,107.34666142969354
labeled-data\lion11_Trim2\img327.png,,,,,156.10644147682638,243.7174391201885,,,,,,,,,,,26.774155538098938,111.74571877454821
labeled-data\lion11_Trim2\img339.png,,,,,161.38531029065194,249.87611940298495,,,,,,,,,,,47.009819324430424,107.34666142969354
labeled-data\lion11_Trim2\img345.png,329.4293008641005,303.54461901021205,364.62175962293793,283.3089552238805,,,446.44422623723483,229.64045561665353,,,,,,,,,344.3860958366064,136.3804399057343
labeled-data\lion11_Trim2\img356.png,330.3091123330715,257.79442262372345,381.3381775333857,229.64045561665353,,,457.88177533385704,245.4770620581303,,,,,,,,,361.9823252160251,118.78421052631563
labeled-data\lion11_Trim2\img360.png,348.7851531814611,243.7174391201885,393.65553809897875,229.64045561665353,,,464.0404556166535,248.11649646504316,,,,,,,,,371.6602513747054,117.02458758837383
labeled-data\lion11_Trim2\img374.png,,,310.07344854673994,221.72215239591503,,,468.4395129615083,234.91932443047904,,,,,,,,,383.09780047132756,126.70251374705401
labeled-data\lion11_Trim2\img384.png,,,339.1072270227808,245.4770620581303,,,464.92026708562446,234.91932443047904,,,,,,,,,386.61704634721127,117.02458758837383
labeled-data\lion11_Trim2\img393.png,,,348.7851531814611,250.7559308719559,,,464.92026708562446,249.87611940298495,,,,,,,,,397.1747839748625,114.38515318146096
labeled-data\lion11_Trim2\img400.png,,,393.65553809897875,237.5587588373919,,,472.83857030636295,241.07800471327562,,,,,,,,,424.4489395129615,109.9860958366063
labeled-data\lion11_Trim2\img403.png,387.4968578161822,218.20290652003132,441.1653574234092,220.84234092694408,,,482.51649646504313,256.9146111547525,,,,,,,,,430.60761979575807,93.26967792615858
labeled-data\lion11_Trim2\img406.png,190.41908876669282,137.26025137470526,232.6500392772977,139.01987431264718,180.74116260801253,297.38593872741546,255.525137470542,307.9436763550667,,,,,,,,,,
labeled-data\lion11_Trim2\img408.png,190.41908876669282,140.7794972505891,228.25098193244298,140.7794972505891,178.98153967007067,302.6648075412411,261.68381775333853,312.3427336999214,,,,,,,,,,
labeled-data\lion11_Trim2\img411.png,190.41908876669282,142.5391201885309,236.16928515318142,139.89968578161813,179.86135113904157,313.22254516889234,248.48664571877453,316.74179104477605,,,,,,,,,,
labeled-data\lion11_Trim2\img417.png,192.17871170463468,143.41893165750184,231.77022780832675,146.93817753338556,184.26040848389624,306.1840534171248,265.2030636292223,308.82348782403767,,,,,,,,,,
labeled-data\lion11_Trim2\img426.png,191.29890023566372,143.41893165750184,237.92890809112328,148.69780047132747,190.41908876669282,308.82348782403767,259.0443833464257,315.8619795758052,,,,,,,,,,
labeled-data\lion11_Trim2\img435.png,273.1213668499607,91.51005498821667,339.9870384917517,126.70251374705401,,,,,,,,,,,,,587.2140612725844,296.5061272584445
labeled-data\lion11_Trim2\img437.png,268.722309505106,95.90911233307133,332.94854673998424,126.70251374705401,,,,,,,,,,,,,582.8150039277298,281.5493322859387
labeled-data\lion11_Trim2\img443.png,259.0443833464257,111.74571877454821,324.1504320502749,141.65930871955993,,,,,,,,,,,,,558.1802827965436,277.1502749410839
labeled-data\lion11_Trim2\img448.png,252.00589159465824,121.4236449332285,317.1119402985074,147.8179890023565,,,,,,,,,,,,,565.2187745483111,275.3906520031421
