scorer,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas
labeled-data\lion10_Trim3\img189.png,,,306.5542026708562,230.52026708562437,,,404.21327572662994,299.1455616653574,494.8338570306363,290.34744697564804,511.550274941084,270.99159465828745,532.6657501963865,267.4723487824036,503.63197172034563,227.8808326787116,442.04516889238016,205.88554595443827
labeled-data\lion10_Trim3\img194.png,,,274.88098978790254,221.72215239591503,317.1119402985074,302.6648075412411,405.0930871956009,287.70801256873517,485.1559308719559,277.15027494108404,445.5644147682639,285.0685781618224,503.63197172034563,274.51084053417117,492.1944226237234,221.72215239591503,409.49214454045557,198.84705420267073
labeled-data\lion10_Trim3\img200.png,,,,,355.8236449332286,305.30424194815384,340.8668499607227,292.10706991358984,,,454.3625294579733,289.4676355066771,519.4685781618225,278.0300864100549,464.0404556166535,242.83762765121753,383.09780047132756,211.1644147682639
labeled-data\lion10_Trim3\img209.png,,,,,,,326.7898664571877,307.9436763550667,439.4057344854674,298.2657501963864,486.03574234092696,277.1502749410839,519.4685781618225,287.70801256873517,469.3193244304791,241.07800471327562,383.09780047132756,215.56347211311856
labeled-data\lion10_Trim3\img213.png,,,,,,,360.22270227808326,306.1840534171248,476.35781618224667,290.34744697564804,446.44422623723483,292.9868813825608,491.3146111547526,282.42914375490955,470.1991358994501,233.15970149253724,379.5785545954438,211.16441476826378
labeled-data\lion10_Trim3\img216.png,,,219.45286724273365,238.43857030636286,,,366.3813825608798,297.38593872741546,485.155930871956,287.70801256873517,427.9681853888452,301.78499607227013,509.7906520031422,290.34744697564804,484.27611940298505,234.91932443047904,369.9006284367635,204.12592301649636
labeled-data\lion10_Trim3\img220.png,,,,,,,328.54948939512957,307.06386488609576,403.33346425765905,305.30424194815396,458.761586802828,301.78499607227013,525.627258444619,281.5493322859387,471.958758837392,247.2366849960722,369.90062843676355,216.4432835820894
labeled-data\lion10_Trim3\img227.png,,,,,317.1119402985074,307.9436763550667,238.80871956009423,313.22254516889234,433.2470542026708,290.34744697564804,461.40102120974075,277.1502749410839,,,445.5644147682639,222.601963864886,341.74666142969363,200.60667714061265
labeled-data\lion10_Trim3\img235.png,,,,,275.7608012568735,314.1023566378633,304.79457973291437,309.7032992930086,455.24234092694417,289.4676355066771,394.5353495679497,296.5061272584445,471.958758837392,285.0685781618224,442.9249803613511,230.52026708562437,341.74666142969363,205.00573448546731
labeled-data\lion10_Trim3\img238.png,,,,,215.93362136684993,322.0206598586017,294.2368421052631,306.1840534171248,458.761586802828,287.70801256873517,384.8574234092694,312.3427336999214,487.79536527886876,296.5061272584445,444.68460329929303,229.64045561665353,333.8283582089552,203.2461115475254
labeled-data\lion10_Trim3\img249.png,,,184.26040848389624,236.67894736842095,323.270620581304,328.17934014139826,242.32796543597794,343.13613511390406,467.55970149253733,305.30424194815384,487.79536527886876,292.9868813825608,559.9399057344855,278.0300864100549,485.155930871956,230.52026708562437,347.0255302435192,212.04422623723474
labeled-data\lion10_Trim3\img256.png,,,182.5007855459544,227.00102120974066,306.5542026708562,314.1023566378633,329.4293008641005,311.4629222309504,491.3146111547526,292.10706991358984,419.17007069913586,300.9051846032992,553.7812254516889,280.66952081696775,485.155930871956,228.76064414768257,355.8236449332286,197.96724273369978
labeled-data\lion10_Trim3\img258.png,,,172.8228593872741,222.601963864886,223.85192458758831,314.1023566378633,321.5109976433621,300.9051846032992,488.6751767478397,283.3089552238805,392.77572663000785,300.02537313432833,539.7042419481539,290.34744697564804,479.8770620581304,228.76064414768257,347.90534171249016,195.32780832678702
labeled-data\lion10_Trim3\img260.png,,,,,230.0106048703849,317.621602513747,310.07344854673994,309.7032992930086,485.155930871956,289.4676355066771,413.89120188531024,301.78499607227013,533.5455616653575,285.9483896307934,469.3193244304791,235.79913589945,332.94854673998424,204.12592301649636
labeled-data\lion10_Trim3\img266.png,,,159.6256873527101,219.08271798900228,295.996465043205,301.78499607227013,222.97211311861741,304.424430479183,420.9296936370778,285.9483896307934,464.92026708562446,273.6310290652002,522.9878240377062,275.3906520031421,474.59819324430475,207.64516889238007,328.54948939512957,188.28931657501948
labeled-data\lion10_Trim3\img268.png,,,170.18342498036134,212.9240377062057,310.9532600157109,297.38593872741546,215.05380989787898,292.10706991358984,401.5738413197172,278.90989787902583,470.1991358994501,262.1934799685781,537.9446190102121,261.31366849960716,479.8770620581304,198.84705420267073,337.34760408483896,176.8517674783974
labeled-data\lion10_Trim3\img273.png,,,170.18342498036134,215.56347211311856,,,274.00117831893164,297.38593872741546,442.9249803613511,279.7897093479968,467.55970149253733,261.31366849960716,552.0216025137471,227.8808326787116,479.8770620581304,209.40479183032198,337.34760408483896,188.28931657501948
labeled-data\lion10_Trim3\img278.png,,,189.53927729772187,202.36630007855445,242.32796543597794,285.0685781618224,332.06873527101334,278.90989787902583,494.8338570306363,268.3521602513746,419.17007069913586,268.3521602513746,548.5023566378633,256.03479968578154,492.1944226237234,197.96724273369978,368.14100549882164,175.09214454045548
labeled-data\lion10_Trim3\img282.png,,,194.8181461115475,205.00573448546731,274.00117831893164,289.4676355066771,332.06873527101334,272.75121759622925,501.8723487824037,263.9531029065199,444.68460329929303,297.38593872741546,565.2187745483111,257.79442262372345,501.8723487824037,210.28460329929294,368.14100549882164,183.89025923016482
labeled-data\lion10_Trim3\img287.png,,,204.49607227022778,197.08743126472893,338.22741555380986,296.5061272584445,280.15985860172816,278.90989787902583,,,500.9925373134329,269.23197172034554,567.8582089552239,253.39536527886878,508.0310290652003,219.96252945797323,379.5785545954438,179.49120188531015
labeled-data\lion10_Trim3\img295.png,180.74116260801253,109.9860958366063,215.05380989787898,111.74571877454821,251.12608012568734,264.8329143754909,276.64061272584445,278.0300864100549,507.15121759622934,253.39536527886878,592.4929300864101,242.83762765121753,,,577.5361351139042,157.4959151610368,405.0930871956009,82.71194029850733
labeled-data\lion10_Trim3\img299.png,174.582482325216,109.9860958366063,207.1355066771406,106.46684996072258,236.16928515318142,262.1934799685781,270.48193244304787,272.75121759622925,485.155930871956,257.79442262372334,571.3774548311076,239.3183817753337,,,556.4206598586018,134.6208169677925,395.41516103692067,80.95231736056542
labeled-data\lion10_Trim3\img308.png,186.89984289080905,100.308169677926,222.97211311861741,97.66873527101325,231.77022780832675,270.99159465828745,259.9241948153967,276.2704634721131,486.9155538098979,261.31366849960716,566.098586017282,244.59725058915933,633.844069128044,160.13534956794956,567.8582089552239,179.49120188531015,364.62175962293793,78.31288295365266
labeled-data\lion10_Trim3\img310.png,188.65946582875097,96.78892380204229,224.73173605655927,96.78892380204229,229.13079340141394,272.75121759622925,266.96268656716416,270.1117831893165,491.3146111547526,259.55404556166525,559.9399057344855,247.2366849960722,636.4835035349568,151.33723487824022,566.098586017282,175.97195600942644,369.9006284367635,81.83212882953637
labeled-data\lion10_Trim3\img313.png,191.29890023566378,100.30816967792612,229.13079340141394,95.90911233307133,232.6500392772977,272.75121759622925,268.722309505106,270.99159465828745,490.4347996857816,255.15498821681058,561.6995286724273,251.63574234092687,635.6036920659859,161.01516103692052,564.3389630793401,173.33252160251368,381.3381775333857,88.87062058130391
labeled-data\lion10_Trim3\img315.png,200.09701492537312,96.78892380204229,229.13079340141394,93.26967792615858,236.16928515318142,268.3521602513746,266.0828750981932,273.6310290652002,491.3146111547526,256.03479968578154,576.6563236449332,245.4770620581303,629.4450117831893,189.16912804399044,559.0600942655145,161.89497250589147,383.97761194029846,87.110997643362
labeled-data\lion10_Trim3\img321.png,192.17871170463468,92.38986645718762,229.13079340141394,94.14948939512942,230.01060487038484,263.95310290652003,258.1645718774548,276.2704634721131,495.71366849960725,249.87611940298495,573.1370777690495,246.35687352710124,635.6036920659859,164.53440691280423,571.3774548311076,181.25082482325206,362.8621366849961,82.71194029850733
labeled-data\lion10_Trim3\img323.png,193.05852317360564,93.26967792615858,228.25098193244298,91.51005498821667,229.13079340141394,258.6742340926943,262.5636292223095,262.1934799685781,480.75687352710133,256.9146111547525,563.4591516103692,248.11649646504316,634.723880597015,171.57289866457177,549.3821681068342,154.85648075412394,369.9006284367635,81.83212882953637
labeled-data\lion10_Trim3\img331.png,187.77965435978,98.54854673998409,226.49135899450113,95.02930086410038,225.61154752553023,259.55404556166525,254.64532600157105,263.07329143754896,480.75687352710133,257.79442262372345,566.9783974862529,248.996307934014,637.3633150039277,174.21233307148452,560.8197172034564,179.49120188531015,366.3813825608798,91.51005498821667
labeled-data\lion10_Trim3\img336.png,187.77965435978,94.14948939512942,231.77022780832675,92.38986645718762,226.49135899450113,258.6742340926943,262.5636292223095,267.4723487824036,491.3146111547526,257.79442262372345,573.1370777690495,248.11649646504316,634.723880597015,169.81327572662985,557.3004713275726,171.57289866457177,,
labeled-data\lion10_Trim3\img343.png,182.5007855459544,95.90911233307133,223.85192458758831,93.26967792615858,234.40966221523956,267.4723487824036,261.68381775333853,266.5925373134328,489.55498821681067,258.6742340926943,573.1370777690495,257.79442262372334,633.844069128044,166.29402985074614,575.7765121759622,184.77007069913577,366.3813825608798,85.35137470542008
labeled-data\lion10_Trim3\img347.png,186.02003142183815,99.42835820895505,222.97211311861741,96.78892380204229,238.80871956009423,263.07329143754896,266.0828750981932,267.4723487824036,488.6751767478397,250.7559308719559,567.8582089552239,258.6742340926944,638.2431264728987,160.13534956794956,566.098586017282,167.1738413197171,366.3813825608798,88.87062058130391
labeled-data\lion10_Trim3\img351.png,180.74116260801253,99.42835820895505,216.81343283582083,99.42835820895505,235.28947368421046,263.07329143754896,266.96268656716416,260.4338570306362,491.3146111547526,258.6742340926943,575.7765121759622,258.6742340926943,632.0844461901021,198.84705420267073,559.9399057344855,157.4959151610368,366.3813825608798,88.87062058130391
labeled-data\lion10_Trim3\img358.png,170.18342498036134,104.70722702278067,210.6547525530243,103.82741555380971,229.13079340141394,264.8329143754909,268.722309505106,268.3521602513746,496.5934799685781,249.87611940298495,577.5361351139042,257.79442262372345,,,559.9399057344855,165.41421838177519,368.14100549882164,86.23118617439104
labeled-data\lion10_Trim3\img361.png,160.50549882168104,103.82741555380971,196.57776904948935,109.10628436763534,226.49135899450113,268.3521602513746,255.525137470542,270.99159465828757,494.8338570306363,263.07329143754896,581.9351924587588,259.55404556166525,,,562.5793401413982,173.33252160251368,375.1794972505891,86.23118617439104
labeled-data\lion10_Trim3\img362.png,153.46700706991356,105.58703849175163,188.65946582875097,104.70722702278067,226.49135899450113,277.1502749410839,252.8857030636292,277.1502749410839,494.8338570306363,268.3521602513746,577.5361351139042,253.39536527886878,621.526708562451,203.2461115475254,557.3004713275726,168.933464257659,351.42458758837387,91.51005498821667
labeled-data\lion10_Trim3\img367.png,127.95247446975642,104.70722702278067,163.14493322859386,105.58703849175163,222.09230164964646,273.6310290652002,244.96739984289076,279.7897093479968,490.4347996857816,268.3521602513746,572.2572663000785,256.9146111547525,628.5652003142184,201.4864886095836,552.9014139827179,169.81327572662985,363.741948153967,87.110997643362
labeled-data\lion10_Trim3\img375.png,,,139.3900235663786,105.58703849175163,219.45286724273365,259.55404556166525,248.48664571877453,266.5925373134328,486.9155538098979,266.5925373134328,575.7765121759622,259.55404556166525,634.723880597015,160.13534956794956,568.7380204241948,185.64988216810673,350.54477611940297,83.59175176747829
labeled-data\lion10_Trim3\img381.png,,,127.95247446975645,110.86590730557714,224.73173605655927,267.4723487824036,250.24626865671638,277.1502749410839,487.79536527886876,266.5925373134327,571.3774548311076,261.31366849960716,637.3633150039277,161.01516103692052,584.5746268656717,199.7268656716417,357.58326787117045,89.75043205027475
labeled-data\lion10_Trim3\img387.png,,,127.95247446975642,121.4236449332285,225.61154752553023,270.1117831893165,257.28476040848386,281.5493322859387,494.8338570306363,268.3521602513746,571.3774548311076,258.6742340926943,,,560.8197172034564,173.33252160251368,353.1842105263158,91.51005498821667
labeled-data\lion10_Trim3\img411.png,,,123.55341712490176,116.14477611940288,233.5298507462686,266.5925373134328,260.8040062843676,272.75121759622925,507.15121759622934,266.5925373134328,592.4929300864101,258.6742340926943,,,570.4976433621367,164.53440691280423,373.41987431264727,91.51005498821667
